Raw noise,Kalman filtered output
2.655338369756656,1.0356335069810632
7.942742734794026,1.184318832824395
4.504791061575215,1.2557967085900683
-0.8607582628200405,1.2102348598904378
0.04899453433941059,1.1852375143306308
6.92911235093729,1.3088825695217723
4.533111154897268,1.3782886643145913
4.857792743310757,1.4531899262890684
8.125506009690618,1.5968209965775557
1.9473802569344412,1.6043672820255512
-3.0403926657992715,1.5043822342250168
-7.659546212773538,1.307115672743639
-9.470376601797458,1.0751148605715215
0.6239251798752887,1.06540236255262
2.550124990500664,1.0973631236239088
-5.714229495893456,0.9507339282918323
11.668666660740172,1.1814526368181175
-0.7877335876693781,1.1390631094808132
1.4588855437884687,1.1459477411390995
-3.1049787236331508,1.0544405178269767
5.47896988563227,1.1496847899323743
-4.099510827563128,1.0366884067768938
2.0391324858703057,1.0582674378336991
-3.5088089331168515,0.9599546392418086
-1.7200589269342417,0.902263544862285
1.652636083914567,0.9184163783839584
6.991216562031635,1.049142018345063
1.0752704312367123,1.0497044695032003
3.151294474160607,1.0949441760613832
1.4663316124381094,1.1029388175489447
-1.4614247379795433,1.047737253731306
1.1157538717642117,1.049201407935537
0.3458341753047409,1.0340604303250893
5.109368106441181,1.121787210045788
1.1056680405483679,1.121440222052693
0.33951093302504587,1.1046080847155029
1.8475775396113825,1.1206015563473124
-1.3344281917539464,1.0677535578558959
1.2595213770835894,1.071881632242402
-6.740313502732611,0.9037130481235662
7.423091160623498,1.0440519116020384
-1.263330336273269,0.9943822350332939
10.363156685889363,1.1960583973804892
1.8857938777997987,1.210905932184036
-1.750950853218006,1.1471477626352642
1.4702668893683961,1.1541033602753121
2.2745037075321335,1.1782215673591185
-3.507478633125717,1.0773552225345917
1.7045625815046899,1.0908567508098777
1.6137281967305408,1.1021123005263693
2.7249112933185184,1.1370453512518364
1.2527944012226602,1.1395370137756702
-1.438796549522583,1.0840347257203262
4.291000551592787,1.153069215122669
-2.657005209672179,1.0710519574460675
4.185210391532046,1.1380886360663136
-0.5119871004333625,1.102568414732661
0.6464207706068275,1.092749189516645
4.7477871956762465,1.1714290683185151
-1.0654489804959244,1.1232770946649753
-8.797695763570623,0.9097140781471835
1.2757369219450503,0.9175932391682726
-3.9309235964664513,0.8132220352700692
1.4852880559504527,0.8276892098835412
-0.5824226810981377,0.7973345507821743
9.839574166164656,0.9919815875125213
-2.3821988630639184,0.9193475660715412
-3.5708593077417072,0.8226894924669508
-2.289597310754176,0.7556931033565155
5.411722379659983,0.855920739441326
6.666536005193752,0.9810024770602628
-1.8092411634527497,0.9209385239376735
0.44766149462290006,0.9107505644025218
1.056161753611352,0.9138807465577021
4.407236061023669,0.9890801760276153
0.9204062071768884,0.9876018714143903
6.47347739491021,1.1056931253448288
3.420871111248401,1.1555306162351209
-1.942433971554549,1.0888425331320164
-1.3453347316545554,1.0364434139291743
-5.6175333600542965,0.8932071232954792
3.215861025389671,0.9432055438885049
2.066648806383177,0.9673892540400536
1.340904451344234,0.9754296986004176
0.049493977928631194,0.9554976185076786
-0.45862455730516793,0.9250566323355821
0.353813960185292,0.9127598233460456
0.19074098925298122,0.8972173435514786
1.9187780317013434,0.9192078867406147
3.617763557208343,0.9772981262223075
10.165054587199498,1.1750776195114447
-1.202511734450726,1.1238966353752728
5.250096392241461,1.2127189393391242
7.809425981363139,1.3547224177388584
3.082593030107346,1.3919172841499217
0.8300830479349868,1.3798230050924574
6.096956469834579,1.4813659955272194
3.17911707070507,1.5179124961670556
1.3657960821399115,1.5146379745343774
0.7673714362799267,1.4985520020866299
-1.5321274936836429,1.433312326052436
8.18680781502639,1.57869089822213
