Raw noise,Kalman filtered output
1.0,1.0
3.0,1.0430528375733856
1.0,1.0421260641618255
1.0,1.041219240862843
0.0,1.018805519435267
2.0,1.0399271227350948
0.0,1.0175412159834587
0.0,0.9956371976354782
2.0,1.0172575319329533
1.0,1.0168860390733399
3.0,1.0595753806979842
1.0,1.0582929361037028
3.0,1.1000909355222142
0.0,1.0764099173407184
1.0,1.0747650854605855
2.0,1.0946820797070307
2.0,1.1141703323943548
1.0,1.111712654006218
0.0,1.0877814618456145
2.0,1.1074182601229106
2.0,1.1266323484568597
0.0,1.102379988705342
2.0,1.1217025329797867
1.0,1.1190827132874626
1.0,1.116519288930981
3.0,1.1570638834941105
1.0,1.153682860561752
0.0,1.12884820015827
0.0,1.1045481410550588
2.0,1.1238240127740302
3.0,1.1642113627925932
1.0,1.1606764802275862
3.0,1.200270528598421
3.0,1.2390122589025645
2.0,1.2553935997089671
2.0,1.2714223089128838
5.0,1.351685233769945
0.0,1.3225882913600244
0.0,1.294117701917832
0.0,1.2662599823070764
0.0,1.239001939635104
2.0,1.2553835025783797
0.0,1.2283595915639722
2.0,1.2449702461487009
0.0,1.218170495253132
2.0,1.2350004845921057
1.0,1.2299417657457004
1.0,1.2249919429997067
2.0,1.241675090997756
1.0,1.2364726917786264
0.0,1.2098558627970903
0.0,1.1838119988229847
1.0,1.179855184758302
2.0,1.1975099655169297
2.0,1.2147847020713598
2.0,1.2316875754122893
2.0,1.2482265904229837
1.0,1.2428831608835456
3.0,1.2807075938195163
2.0,1.2961913833850454
1.0,1.289815443625289
1.0,1.28357675501496
1.0,1.2774723630283364
3.0,1.3145522143134407
1.0,1.307781031617848
1.0,1.3011556082366418
0.0,1.2731463877070859
2.0,1.2887929429619236
1.0,1.2825762651290837
4.0,1.3410726664668138
2.0,1.355257012198448
2.0,1.3691360197636477
0.0,1.3396634244262697
1.0,1.3323516873055476
0.0,1.3036709269134517
0.0,1.2756075605806767
1.0,1.2696747168108382
1.0,1.2638695859205853
1.0,1.2581894187089875
2.0,1.274157943942258
2.0,1.289782724013951
6.0,1.3911768336731418
0.0,1.3612297785451486
1.0,1.3534537950539614
0.0,1.3243187818531912
2.0,1.338863778721322
2.0,1.3530956738956184
1.0,1.3454947885475719
2.0,1.3595839418273696
3.0,1.3948962248800094
1.0,1.3863955233659584
0.0,1.3565513927259867
0.0,1.3273496993404958
0.0,1.2987766138361017
2.0,1.3138714421096884
0.0,1.2855884952149592
0.0,1.2579143788796079
0.0,1.230835987162043
4.0,1.2904461713914315
0.0,1.2626674866843752
3.0,1.3000660339377448
0.0,1.272080268040846
2.0,1.2877497730340959
2.0,1.3030819697006808
1.0,1.2965577002942081
0.0,1.2686474562565637
0.0,1.2413380198205124
0.0,1.214616457750012
2.0,1.2315229527886615
0.0,1.2050126739615084
2.0,1.222125904071926
2.0,1.2388707476241936
1.0,1.2337287158749448
