Raw noise,Kalman filtered output
0.832309060166334,0.9963902146024064
0.871615380178653,0.9937042592625605
1.260937411911285,0.9994568320201651
0.891275971790763,0.9971280855181623
1.2013210075780547,1.0015236278717021
1.2795152388463358,1.0075077917087294
1.1918438346709708,1.0114758865670164
1.146649885831297,1.0143856986842514
1.559454446396043,1.0261190768150337
1.25214718772924,1.0309846525881379
0.528545110319852,1.0201689285862765
0.4530115164819749,1.0079600606153425
1.2405068994416373,1.012965961255439
1.0939570287690206,1.0147094088927175
0.5728685237129896,1.0051981569612556
1.0728373248013092,1.006654186014564
1.9360538503358988,1.0266608324089566
1.5392505214933114,1.037695052721927
0.6463719786434997,1.0292712683484189
1.3854986137591245,1.0369395673690016
1.0420727834865304,1.03705006712887
0.8887324233342921,1.0338573194150924
1.1720349205665757,1.0368317883244198
1.3942490868577835,1.0445257027742574
0.8142173736811915,1.0395679892321366
1.4874796372792196,1.0492099229474359
1.1083628911685144,1.0504832745138388
0.8729569659643396,1.0466617688503466
0.7333921716177347,1.0399181963071789
0.19528846523315213,1.0217363429963877
0.5412037534704877,1.0113921972335993
0.5002092504348856,1.0003882590441946
1.6577538866469472,1.0145389868399486
1.2172493386247383,1.0189026147648659
0.8422295272543487,1.0150994758947764
1.2330524011776387,1.0197912218402
0.18553510874983237,1.0018326753744584
0.6407817660637947,0.9940605422973209
1.270114237718174,1.0000029897525642
1.2406949268202427,1.0051842251884633
0.4882556983998466,0.9940566052380234
1.1582432002914598,0.9975909546423049
1.3494498021396304,1.0051652155473354
0.2724885733431903,0.9893933113120211
0.8904332497456642,0.9872630555835868
1.741048255545972,1.0034893514731882
0.621402971686952,0.9952644000492183
1.6805786953884017,1.0100167625711969
0.520242802508049,0.9994736831960607
1.3938894213462203,1.0079640415515436
1.2845620578376367,1.0139182062856866
1.8754823330731751,1.0324645964905053
2.0380220095005566,1.054110646477023
0.904066560549985,1.050880734646891
1.3532297928641188,1.0573892270938372
0.9815227350585837,1.055756093214409
1.1074063074712783,1.0568679373569247
1.0851745958654753,1.0574772783424318
1.5225087415054155,1.0674877403674667
0.8819262529031675,1.0634932660776286
1.0719995086620047,1.063676375017801
0.6944575258870573,1.055728415447472
1.8509953298654214,1.0728476640944338
0.49449157793996834,1.0603977287760402
0.9351135486228042,1.0577008090467142
1.673633958860452,1.0709596439742115
1.2922226624758584,1.0757226443724857
0.5202463263022921,1.0637652285236165
1.5813308656067395,1.0749065631770693
0.556403334877407,1.0637450455424386
1.0368338637639594,1.0631657441734303
0.5158157737958214,1.051383259488198
1.0427447425455063,1.0511973031547936
0.35084131727567425,1.0361211469029927
1.5791370421977382,1.0478103344729384
1.2994070366973611,1.053226310450372
1.6319942153893314,1.0656851107523848
0.586921274299175,1.0553790399089693
0.7289068805183795,1.0483512634837315
1.6300767665092897,1.0608737302807592
1.6267020254422182,1.0730539871237652
1.6118109161490715,1.0846514944021965
1.4052074502605019,1.091551916152571
0.7602314465188142,1.084419772970631
1.5607831479184975,1.0946741704744012
0.8913799717020571,1.0902979744147225
1.1711496480770243,1.0920384214015824
0.8125967674092573,1.0860230433312974
0.8616250580044995,1.0811925583242625
0.4728123307243781,1.068096310763404
0.25853764678277213,1.0506694119301614
1.2911404519705505,1.0558458922441423
0.9877917206595253,1.0543809296464304
1.0557994955825403,1.0544114662908477
1.2621732860444972,1.05888383423075
0.7968634533452429,1.0532434737811598
1.315599541291542,1.0588910603616182
1.2293266320669236,1.062559927854296
0.34367243526053093,1.0470848546282072
1.3422806455661882,1.0534393628480072
1.7205165687438462,1.067799146145178
1.2122955308730907,1.070909635835994
1.5994837231487944,1.082287942999283
0.5427991857207015,1.070674682079392
0.4911185617676327,1.0581989143231703
1.3544952861875217,1.0645771141089
1.2145807906672583,1.067806156070039
1.0988034885009978,1.068473417629218
1.1555558734654898,1.0703479910425233
1.1098492406322333,1.071198311483789
0.8596900413372444,1.0666452958837656
0.6259804234445814,1.0571593592950552
1.5869043741222917,1.0685628723343892
1.2996660532601758,1.0735376961899346
-0.1777691316042871,1.046601541384188
0.19548315089975532,1.0282800104735643
1.441986562439379,1.037185630965979
0.7045369785396748,1.0300248967650214
0.9786479812109191,1.0289189357648352
0.9897799558380561,1.0280764136920473
1.3611213071934474,1.035245677544328
0.4393199563734985,1.0224175309046428
0.6761478600474493,1.0149635849566405
1.2477742018029927,1.0199751637928633
1.0421531097286316,1.0204525755449054
1.5917998474082409,1.03275163619167
0.48510296350501725,1.0209627215154407
0.34664505897418696,1.0064470771163139
0.5824179494760373,0.9973192485369733
1.7990983567087748,1.0145786813939006
1.0620884741954195,1.0156013970902151
0.4555633809256524,1.0035457842177882
0.5763103517044623,0.9943489353769925
0.14686057901072025,0.9761055461010062
1.5261887638537095,0.9879468678138824
2.1278013565078417,1.0124838528934001
1.5192932370005912,1.0233936439407174
0.768045076524598,1.0178969037419359
1.1986060016924756,1.0217869234629846
2.456349623159692,1.0526679209124246
0.9388230047941952,1.0502172475713276
0.5415001241135754,1.0392663897278143
1.054061400380321,1.0395848733230737
0.5704786863097819,1.029486697085997
